"Source","Target","Flow"
"Arcivescovado","Brera",12
"Arcivescovado","Brescia",6
"Arcivescovado","Brianza - Venini",2
"Arcivescovado","Bronzetti - Archimede",16
"Arcivescovado","Buenos Aires - Argentina",17
"Arcivescovado","Buenos Aires - Lima",10
"Arcivescovado","Buonarroti",6
"Arcivescovado","Cadore - Pinaroli",52
"Arcivescovado","Cadorna 1",82
"Arcivescovado","Cadorna 2",9
"Arcivescovado","Cadorna 3",159
"Arcivescovado","Caiazzo",2
"Arcivescovado","Cairoli",46
"Arcivescovado","Caldara / Curtatone",38
"Arcivescovado","Caneva - Tolentino",3
"Arcivescovado","Canova - Sangiorgio",5
"Arcivescovado","Cantore",24
"Arcivescovado","Cantù",7
"Arcivescovado","Cardinal Ferrari",21
"Arcivescovado","Castel Morrone - M. A. Di Savoia",11
"Arcivescovado","Castello Acquario civico",7
"Arcivescovado","Cavour",13
"Arcivescovado","Centrale 1",4
"Arcivescovado","Centrale 2",17
"Arcivescovado","Chiesa - E. Filiberto",3
"Arcivescovado","Cinque Giornate",36
"Arcivescovado","Cirene - Friuli",12
"Arcivescovado","Col di Lana - Col Moschin",12
"Arcivescovado","Conciliazione",10
"Arcivescovado","Coni Zugna Solari",7
"Arcivescovado","Cordusio",14
"Arcivescovado","Crema - Giulio Romano",16
"Arcivescovado","Crocetta",21
"Arcivescovado","Cusani",5
"Arcivescovado","D'Ancona",8
"Arcivescovado","Dante - San Tomaso",18
"Arcivescovado","Dateo",34
"Arcivescovado","De Angeli - R. Sanzio",9
"Arcivescovado","De Angeli - Ripamonti",1
"Arcivescovado","De Marchi - Bottelli",2
"Arcivescovado","Dell'Umanitaria",16
"Arcivescovado","Dergano",1
"Arcivescovado","Diaz",11
"Arcivescovado","Domodossola FNM - Filelfo",2
"Arcivescovado","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",14
"Arcivescovado","Duomo",11
"Arcivescovado","Durante - D'aviano",10
"Arcivescovado","Edison",10
"Arcivescovado","Elba - Cimarosa",5
"Arcivescovado","Emilia - Piceno",40
"Arcivescovado","Erculea",3
"Arcivescovado","F.Filzi",1
"Arcivescovado","Farini - Quadrio",2
"Arcivescovado","Fatebenefratelli",4
"Arcivescovado","Festa del Perdono",6
"Arcivescovado","Fiamma",16
"Arcivescovado","Friuli",36
"Arcivescovado","Gadio - Paleocapa",4
"Arcivescovado","Garibaldi - Sturzo",3
"Arcivescovado","Garibaldi Pepe",2
"Arcivescovado","Gioia - Cassina De' Pomm",3
"Arcivescovado","Gioia - Pirelli",4
"Arcivescovado","Giovanni XXIII",6
"Arcivescovado","Gorini - Strambio",7
"Arcivescovado","Gorizia 1",5
"Arcivescovado","Gorizia 2",5
"Arcivescovado","Govone - Borgese",2
"Arcivescovado","Imbonati - Dergano M3",1
"Arcivescovado","Indipendenza-Castel Morrone",10
"Arcivescovado","Italia - San Martino",27
"Arcivescovado","Lagosta",5
"Arcivescovado","Lanza",8
"Arcivescovado","Lazio - Vasari - Morosini",29
"Arcivescovado","Legnano Arena civica",1
"Arcivescovado","Lodi - Papi",13
"Arcivescovado","Lombardia - Vallazze",6
"Arcivescovado","Loreto 1",5
"Arcivescovado","Lotto",2
"Arcivescovado","Mac Mahon - Caracciolo",1
"Arcivescovado","Majno - Baretti",11
"Arcivescovado","Manin - Bastioni",18
"Arcivescovado","Manzoni",7
"Arcivescovado","Marussig - Castelvetro",8
"Arcivescovado","Mascagni",9
"Arcivescovado","Meda",5
"Arcivescovado","Medaglie D'Oro 1",5
"Arcivescovado","Medaglie D'Oro 2",16
"Arcivescovado","Melzi d Eril - Cagnola",5
"Arcivescovado","Mentana",15
"Arcivescovado","Milizie - Tortona",1
"Arcivescovado","Missori",6
"Arcivescovado","Modena - Castel Morrone",28
"Arcivescovado","Molino delle Armi",8
"Arcivescovado","Montenero - Spartaco",39
"Arcivescovado","Morgagni Redi",5
"Arcivescovado","Morozzo della Rocca",6
"Arcivescovado","Moscova",16
"Arcivescovado","Murat - Villani - Milano Sport",1
"Arcivescovado","Muratori - Umbria",9
"Arcivescovado","Napoli - Washington",15
"Arcivescovado","Naviglio G.Valenza",1
"Arcivescovado","Naviglio Pavese - Torricelli",7
"Arcivescovado","Nigra - Castellini",4
"Arcivescovado","Novelli - Carnaghi",7
"Arcivescovado","P.zza Luigi di Savoia",5
"Arcivescovado","Pagano - Guido D'Arezzo",3
"Arcivescovado","Palazzo Marino",13
"Arcivescovado","Palestro 1",8
"Arcivescovado","Palestro 2",20
"Arcivescovado","Patellani",18
"Arcivescovado","Piazzale Lodi",10
"Arcivescovado","Piola",2
"Arcivescovado","Porta Genova",6
"Arcivescovado","Porta Nuova",1
"Arcivescovado","Porta Venezia",5
"Arcivescovado","Porta Venezia 2",17
"Arcivescovado","Porta Volta civ. 5",1
"Arcivescovado","Procaccini - Gramsci",16
"Arcivescovado","Procaccini . Cimitero Monumentale",9
"Arcivescovado","QT8 - Isernia",2
"Arcivescovado","Regina Margherita",31
"Arcivescovado","Reni - Guardi",8
"Arcivescovado","Resistenza Partigiana",17
"Arcivescovado","Restelli - Galvani RL 1",7
"Arcivescovado","Richini",14
"Arcivescovado","Ripamonti Bellezza",3
"Arcivescovado","Risorgimento",22
"Arcivescovado","Romagna - Pascoli",8
"Arcivescovado","Roncaglia - Washington",3
"Arcivescovado","Rosario",6
"Arcivescovado","Rotonda della Besana",11
"Arcivescovado","S. F. Romana",19
"Arcivescovado","S. Nazaro in Brolo",19
"Arcivescovado","S. Stefano",3
"Arcivescovado","S.Gioachimo",1
"Arcivescovado","S.M. del Carso",3
"Arcivescovado","San Babila",17
"Arcivescovado","San Barnaba H Mangiagalli",27
"Arcivescovado","San Giorgio",25
"Arcivescovado","San Giovanni sul Muro",27
"Arcivescovado","San Gottardo - Gentilino",16
"Arcivescovado","San Lorenzo - ""Colonne""",7
"Arcivescovado","San Marco",1
"Arcivescovado","San Pietro in Gessate",51
"Arcivescovado","San Vito",5
"Arcivescovado","Sant'Agostino",7
"Arcivescovado","Sant'Ambrogio",8
"Arcivescovado","Sant'Angelo - P.ta Nuova",7
"Arcivescovado","Sant'Eustorgio- P.ta Ticinese",6
"Arcivescovado","Santa Maria Beltrade",4
"Arcivescovado","Santa Maria delle Grazie",7
"Arcivescovado","Santa Sofia",15
"Arcivescovado","Santissima Trinità",24
"Arcivescovado","Sarpi Albertini",17
"Arcivescovado","Sarpi Niccolini",3
"Arcivescovado","Savona - Tolstoj",6
"Arcivescovado","Sempione - Melzi d Eril",6
"Arcivescovado","Sempione - RAI",7
"Arcivescovado","Senato",4
"Arcivescovado","Spadolini - Centro Leoni",12
"Arcivescovado","Sraffa",19
"Arcivescovado","Stefini - Ressi",1
"Arcivescovado","Stuparich - Albani",1
"Arcivescovado","Susa - Sidoli",8
"Arcivescovado","Teodorico - Gattamelata",2
"Arcivescovado","Teodosio - Pacini",4
"Arcivescovado","Tiraboschi - Muratori",18
"Arcivescovado","Tommaseo",2
"Arcivescovado","Torino - Carrobbio",5
"Arcivescovado","Toscana- Leoni",7
"Arcivescovado","Treves",11
"Arcivescovado","Triennale",1
"Arcivescovado","Tunisia - Cozzi",3
"Arcivescovado","Tunisia Lecco Bellintani",12
"Arcivescovado","Università Bocconi",12
"Arcivescovado","Università Cattolica",16
"Arcivescovado","V Alpini",3
"Arcivescovado","Velasca",5
"Arcivescovado","Vercelli - Cherubini",4
"Arcivescovado","Vercelli - Piemonte",6
"Arcivescovado","Verrocchio - Juvara",7
"Arcivescovado","Vesuvio - Lipari",1
"Arcivescovado","VI Febbraio",1
"Arcivescovado","VIII novembre",10
"Arcivescovado","Vittor Pisani",17
"Arcivescovado","XXII Marzo",29
"Arcivescovado","XXIV Maggio",15
"Arcivescovado","XXV Aprile",21
"Arcivescovado","Zara M3",2
"Arcivescovado","Zavattari - Tempesta",11
"Arco della Pace 1 - Bertani","Accursio - Portello",4
"Arco della Pace 1 - Bertani","Amendola M1",4
"Arco della Pace 1 - Bertani","Aquileia",1
"Arco della Pace 1 - Bertani","Arcivescovado",11
"Arco della Pace 1 - Bertani","Arco della Pace 1 - Bertani",34
"Arco della Pace 1 - Bertani","Arco della Pace 2 - Pagano",4
"Arco della Pace 1 - Bertani","Ascanio Sforza - Pavia",3
"Arco della Pace 1 - Bertani","Augusto",28
"Arco della Pace 1 - Bertani","Bacone - Monteverdi",5
"Arco della Pace 1 - Bertani","Balilla - Tibaldi",3
"Arco della Pace 1 - Bertani","Bassini - Grossich",1
"Arco della Pace 1 - Bertani","Bastioni di Porta Venezia",2
"Arco della Pace 1 - Bertani","Beatrice d'Este - Cassolo",1
"Arco della Pace 1 - Bertani","Beccaria",6
"Arco della Pace 1 - Bertani","Benaco - Brembo",2
"Arco della Pace 1 - Bertani","Bergognone - Tortona",4
"Arco della Pace 1 - Bertani","Bernini",5
"Arco della Pace 1 - Bertani","Bertarelli",4
"Arco della Pace 1 - Bertani","Bonomelli",1
"Arco della Pace 1 - Bertani","Borgogna",14
"Arco della Pace 1 - Bertani","Borsieri - Confalonieri",2
"Arco della Pace 1 - Bertani","Bovisa Passante 1 - Alfieri",1
"Arco della Pace 1 - Bertani","Brenta MM",1
"Arco della Pace 1 - Bertani","Brera",11
"Arco della Pace 1 - Bertani","Brescia",1
"Arco della Pace 1 - Bertani","Bronzetti - Archimede",1
"Arco della Pace 1 - Bertani","Buenos Aires - Argentina",5
"Arco della Pace 1 - Bertani","Buenos Aires - Lima",1
"Arco della Pace 1 - Bertani","Buonarroti",6
"Arco della Pace 1 - Bertani","Cadore - Pinaroli",2
"Arco della Pace 1 - Bertani","Cadorna 1",31
"Arco della Pace 1 - Bertani","Cadorna 2",60
"Arco della Pace 1 - Bertani","Cadorna 3",140
"Arco della Pace 1 - Bertani","Caiazzo",6
"Arco della Pace 1 - Bertani","Cairoli",58
"Arco della Pace 1 - Bertani","Caneva - Tolentino",11
"Arco della Pace 1 - Bertani","Canova - Sangiorgio",1
"Arco della Pace 1 - Bertani","Cantore",4
"Arco della Pace 1 - Bertani","Cantù",9
"Arco della Pace 1 - Bertani","Carlo Magno - Alcuino",1
"Arco della Pace 1 - Bertani","Castelli - Ailanti",7
"Arco della Pace 1 - Bertani","Castello Acquario civico",36
"Arco della Pace 1 - Bertani","Cavour",9
"Arco della Pace 1 - Bertani","Centrale 1",9
"Arco della Pace 1 - Bertani","Centrale 2",8
"Arco della Pace 1 - Bertani","Chiesa - E. Filiberto",9
"Arco della Pace 1 - Bertani","Cinque Giornate",2
"Arco della Pace 1 - Bertani","Col di Lana - Col Moschin",2
"Arco della Pace 1 - Bertani","Conciliazione",7
"Arco della Pace 1 - Bertani","Coni Zugna Solari",1
"Arco della Pace 1 - Bertani","Cordusio",17
"Arco della Pace 1 - Bertani","Crema - Giulio Romano",6
"Arco della Pace 1 - Bertani","Crocetta",1
"Arco della Pace 1 - Bertani","Cusani",33
"Arco della Pace 1 - Bertani","D'Ancona",29
"Arco della Pace 1 - Bertani","Dante - San Tomaso",17
"Arco della Pace 1 - Bertani","Dateo",1
"Arco della Pace 1 - Bertani","De Angeli - R. Sanzio",4
"Arco della Pace 1 - Bertani","De Angeli - Ripamonti",3
"Arco della Pace 1 - Bertani","Dell'Umanitaria",1
"Arco della Pace 1 - Bertani","Diaz",22
"Arco della Pace 1 - Bertani","Domodossola FNM - Filelfo",47
"Arco della Pace 1 - Bertani","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",3
"Arco della Pace 1 - Bertani","Duomo",97
"Arco della Pace 1 - Bertani","Edison",9
"Arco della Pace 1 - Bertani","Elba - Cimarosa",4
"Arco della Pace 1 - Bertani","Emilia - Piceno",2
"Arco della Pace 1 - Bertani","Farini - Quadrio",5
"Arco della Pace 1 - Bertani","Fatebenefratelli",6
"Arco della Pace 1 - Bertani","Foppa - Caravaggio",2
"Arco della Pace 1 - Bertani","Gadio - Paleocapa",18
"Arco della Pace 1 - Bertani","Galvani - Restelli - RL",1
"Arco della Pace 1 - Bertani","Garibaldi - Sturzo",14
"Arco della Pace 1 - Bertani","Garibaldi Pepe",2
"Arco della Pace 1 - Bertani","Gioia - Cassina De' Pomm",2
"Arco della Pace 1 - Bertani","Gioia - Pirelli",3
"Arco della Pace 1 - Bertani","Gioia - Sassetti",1
"Arco della Pace 1 - Bertani","Giovanni XXIII",15
"Arco della Pace 1 - Bertani","Gorizia 1",4
"Arco della Pace 1 - Bertani","Govone - Borgese",10
"Arco della Pace 1 - Bertani","Indipendenza-Castel Morrone",1
"Arco della Pace 1 - Bertani","Istria M5 - F. Testi",3
"Arco della Pace 1 - Bertani","Italia - San Martino",7
"Arco della Pace 1 - Bertani","Lagosta",2
"Arco della Pace 1 - Bertani","Lancetti Passante - Maloja",1
"Arco della Pace 1 - Bertani","Lanza",44
"Arco della Pace 1 - Bertani","Legnano Arena civica",40
"Arco della Pace 1 - Bertani","Livigno - Monte San Genesio",3
"Arco della Pace 1 - Bertani","Lodi - Papi",2
"Arco della Pace 1 - Bertani","M. Gioia - ""Regione""",1
"Arco della Pace 1 - Bertani","Mac Mahon - Artieri",3
"Arco della Pace 1 - Bertani","Mac Mahon - Caracciolo",20
"Arco della Pace 1 - Bertani","Maciachini - Marche",2
"Arco della Pace 1 - Bertani","Majno - Baretti",11
"Arco della Pace 1 - Bertani","Manin - Bastioni",7
"Arco della Pace 1 - Bertani","Manzoni",6
"Arco della Pace 1 - Bertani","Marussig - Castelvetro",16
"Arco della Pace 1 - Bertani","Mascagni",21
"Arco della Pace 1 - Bertani","Meda",8
"Arco della Pace 1 - Bertani","Medaglie D'Oro 1",1
"Arco della Pace 1 - Bertani","Medaglie D'Oro 2",4
"Arco della Pace 1 - Bertani","Melchiorre Gioia - Galvani",2
"Arco della Pace 1 - Bertani","Melzi d Eril - Cagnola",3
"Arco della Pace 1 - Bertani","Mentana",3
"Arco della Pace 1 - Bertani","Milizie - Tortona",2
"Arco della Pace 1 - Bertani","Missori",4
"Arco della Pace 1 - Bertani","Molino delle Armi",6
"Arco della Pace 1 - Bertani","Morgagni Redi",1
"Arco della Pace 1 - Bertani","Morozzo della Rocca",1
"Arco della Pace 1 - Bertani","Moscova",130
"Arco della Pace 1 - Bertani","Napo Torriani",1
"Arco della Pace 1 - Bertani","Napoli - Washington",3
"Arco della Pace 1 - Bertani","Naviglio Pavese - Torricelli",3
"Arco della Pace 1 - Bertani","P.zza Luigi di Savoia",1
"Arco della Pace 1 - Bertani","Pagano - Guido D'Arezzo",16
"Arco della Pace 1 - Bertani","Palazzo Marino",50
"Arco della Pace 1 - Bertani","Palestro 1",7
"Arco della Pace 1 - Bertani","Palestro 2",1
"Arco della Pace 1 - Bertani","Patellani",1
"Arco della Pace 1 - Bertani","Piazza Carbonari",1
"Arco della Pace 1 - Bertani","Piazzale Lodi",2
"Arco della Pace 1 - Bertani","Porta Genova",2
"Arco della Pace 1 - Bertani","Porta Nuova",4
"Arco della Pace 1 - Bertani","Porta Venezia",23
"Arco della Pace 1 - Bertani","Porta Venezia 2",1
"Arco della Pace 1 - Bertani","Porta Volta civ. 5",4
"Arco della Pace 1 - Bertani","Procaccini - Gramsci",24
"Arco della Pace 1 - Bertani","Procaccini . Cimitero Monumentale",2
"Arco della Pace 1 - Bertani","QT8 - Isernia",1
"Arco della Pace 1 - Bertani","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",7
"Arco della Pace 1 - Bertani","Regina Margherita",4
"Arco della Pace 1 - Bertani","Reni - Guardi",1
"Arco della Pace 1 - Bertani","Repubblica",4
"Arco della Pace 1 - Bertani","Resistenza Partigiana",16
"Arco della Pace 1 - Bertani","Restelli - Galvani RL 1",14
"Arco della Pace 1 - Bertani","Ripamonti Bellezza",2
"Arco della Pace 1 - Bertani","Risorgimento",6
"Arco della Pace 1 - Bertani","Romagna - Pascoli",1
"Arco della Pace 1 - Bertani","Roncaglia - Washington",2
"Arco della Pace 1 - Bertani","Rosario",3
"Arco della Pace 1 - Bertani","Rotonda della Besana",1
"Arco della Pace 1 - Bertani","S. F. Romana",2
"Arco della Pace 1 - Bertani","S. Nazaro in Brolo",1
"Arco della Pace 1 - Bertani","S. Stefano",2
"Arco della Pace 1 - Bertani","S.Gioachimo",1
"Arco della Pace 1 - Bertani","S.M. del Carso",10
"Arco della Pace 1 - Bertani","San Babila",21
"Arco della Pace 1 - Bertani","San Barnaba H Mangiagalli",3
"Arco della Pace 1 - Bertani","San Giorgio",2
"Arco della Pace 1 - Bertani","San Giovanni sul Muro",22
"Arco della Pace 1 - Bertani","San Gottardo - Gentilino",2
"Arco della Pace 1 - Bertani","San Lorenzo - ""Colonne""",1
"Arco della Pace 1 - Bertani","San Marco",4
"Arco della Pace 1 - Bertani","San Pietro all'Orto",1
"Arco della Pace 1 - Bertani","San Pietro in Gessate",13
"Arco della Pace 1 - Bertani","San Vito",2
"Arco della Pace 1 - Bertani","Sant'Agostino",5
"Arco della Pace 1 - Bertani","Sant'Ambrogio",12
"Arco della Pace 1 - Bertani","Sant'Angelo - P.ta Nuova",10
"Arco della Pace 1 - Bertani","Sant'Eustorgio- P.ta Ticinese",2
"Arco della Pace 1 - Bertani","Santa Maria Beltrade",15
"Arco della Pace 1 - Bertani","Santa Maria delle Grazie",8
"Arco della Pace 1 - Bertani","Santa Sofia",1
"Arco della Pace 1 - Bertani","Santissima Trinità",9
"Arco della Pace 1 - Bertani","Sarpi Albertini",15
"Arco della Pace 1 - Bertani","Sarpi Niccolini",19
"Arco della Pace 1 - Bertani","Sempione - Melzi d Eril",8
"Arco della Pace 1 - Bertani","Sempione - RAI",21
"Arco della Pace 1 - Bertani","Senato",15
"Arco della Pace 1 - Bertani","Sraffa",1
"Arco della Pace 1 - Bertani","Stuparich - Albani",1
"Arco della Pace 1 - Bertani","Teodorico - Gattamelata",1
"Arco della Pace 1 - Bertani","Tommaseo",4
"Arco della Pace 1 - Bertani","Torino - Carrobbio",5
"Arco della Pace 1 - Bertani","Treves",23
"Arco della Pace 1 - Bertani","Triennale",3
"Arco della Pace 1 - Bertani","Tunisia - Cozzi",4
"Arco della Pace 1 - Bertani","Tunisia Lecco Bellintani",1
"Arco della Pace 1 - Bertani","Università Cattolica",5
"Arco della Pace 1 - Bertani","V Alpini",25
"Arco della Pace 1 - Bertani","Valtellina - Aprica",1
"Arco della Pace 1 - Bertani","Velasca",3
"Arco della Pace 1 - Bertani","Vercelli - Cherubini",13
"Arco della Pace 1 - Bertani","Vercelli - Piemonte",4
"Arco della Pace 1 - Bertani","Verrocchio - Juvara",1
"Arco della Pace 1 - Bertani","Vesuvio - Lipari",3
"Arco della Pace 1 - Bertani","VI Febbraio",17
"Arco della Pace 1 - Bertani","Vigliani - Scarampo",1
"Arco della Pace 1 - Bertani","VIII novembre",5
"Arco della Pace 1 - Bertani","Villapizzone FFSS - Lambruschini",1
"Arco della Pace 1 - Bertani","XXII Marzo",4
"Arco della Pace 1 - Bertani","XXIV Maggio",4
"Arco della Pace 1 - Bertani","XXV Aprile",82
"Arco della Pace 2 - Pagano","Accursio - Portello",1
"Arco della Pace 2 - Pagano","Amendola M1",10
"Arco della Pace 2 - Pagano","Aquileia",6
"Arco della Pace 2 - Pagano","Arcivescovado",17
"Arco della Pace 2 - Pagano","Arco della Pace 1 - Bertani",4
"Arco della Pace 2 - Pagano","Arco della Pace 2 - Pagano",17
"Arco della Pace 2 - Pagano","Ascanio Sforza - Pavia",1
"Arco della Pace 2 - Pagano","Augusto",3
"Arco della Pace 2 - Pagano","Bacone - Monteverdi",1
"Arco della Pace 2 - Pagano","Balilla - Tibaldi",4
"Arco della Pace 2 - Pagano","Bastioni di Porta Venezia",1
"Arco della Pace 2 - Pagano","Bausan - Brofferio",1
"Arco della Pace 2 - Pagano","Beccaria",12
"Arco della Pace 2 - Pagano","Bergognone - Tortona",2
"Arco della Pace 2 - Pagano","Bernini",1
"Arco della Pace 2 - Pagano","Bertarelli",5
"Arco della Pace 2 - Pagano","Borgogna",4
"Arco della Pace 2 - Pagano","Brera",10
"Arco della Pace 2 - Pagano","Brescia",1
"Arco della Pace 2 - Pagano","Buenos Aires - Argentina",4
"Arco della Pace 2 - Pagano","Buenos Aires - Lima",2
"Arco della Pace 2 - Pagano","Buonarroti",5
"Arco della Pace 2 - Pagano","Cadore - Pinaroli",1
"Arco della Pace 2 - Pagano","Cadorna 1",21
"Arco della Pace 2 - Pagano","Cadorna 2",94
"Arco della Pace 2 - Pagano","Cadorna 3",73
"Arco della Pace 2 - Pagano","Cairoli",42
"Arco della Pace 2 - Pagano","Caneva - Tolentino",5
"Arco della Pace 2 - Pagano","Canova - Sangiorgio",1
"Arco della Pace 2 - Pagano","Cantore",1
"Arco della Pace 2 - Pagano","Cantù",5
"Arco della Pace 2 - Pagano","Cardinal Ferrari",1
"Arco della Pace 2 - Pagano","Carlo Magno - Alcuino",4
"Arco della Pace 2 - Pagano","Castelli - Ailanti",2
"Arco della Pace 2 - Pagano","Castello Acquario civico",9
"Arco della Pace 2 - Pagano","Cavour",2
"Arco della Pace 2 - Pagano","Centrale 1",2
"Arco della Pace 2 - Pagano","Centrale 2",3
"Arco della Pace 2 - Pagano","Chiesa - E. Filiberto",12
"Arco della Pace 2 - Pagano","Col di Lana - Col Moschin",7
"Arco della Pace 2 - Pagano","Conciliazione",7
"Arco della Pace 2 - Pagano","Coni Zugna Solari",6
"Arco della Pace 2 - Pagano","Cordusio",14
"Arco della Pace 2 - Pagano","Crocetta",1
"Arco della Pace 2 - Pagano","Cusani",12
"Arco della Pace 2 - Pagano","D'Ancona",22
"Arco della Pace 2 - Pagano","Dante - San Tomaso",18
"Arco della Pace 2 - Pagano","De Angeli - R. Sanzio",7
"Arco della Pace 2 - Pagano","De Angeli - Ripamonti",3
"Arco della Pace 2 - Pagano","Dell'Umanitaria",1
"Arco della Pace 2 - Pagano","Diaz",11
"Arco della Pace 2 - Pagano","Domodossola FNM - Filelfo",7
"Arco della Pace 2 - Pagano","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",5
"Arco della Pace 2 - Pagano","Duomo",83
"Arco della Pace 2 - Pagano","Edison",5
"Arco della Pace 2 - Pagano","Elba - Cimarosa",4
"Arco della Pace 2 - Pagano","Farini - Quadrio",1
"Arco della Pace 2 - Pagano","Fatebenefratelli",5
"Arco della Pace 2 - Pagano","Festa del Perdono",1
"Arco della Pace 2 - Pagano","Foppa - Caravaggio",6
"Arco della Pace 2 - Pagano","Gadio - Paleocapa",18
"Arco della Pace 2 - Pagano","Gioia - Pirelli",1
"Arco della Pace 2 - Pagano","Giovanni XXIII",11
